MovieID,Score,Title,Genres
3656,3.5000496688741722,Lured (1947),['Crime']
858,3.2778902905506246,"Godfather, The (1972)","['Action', 'Crime', 'Drama']"
50,3.2505338034342,"Usual Suspects, The (1995)","['Crime', 'Thriller']"
3517,3.1500993377483444,"Bells, The (1926)","['Crime', 'Drama']"
1221,3.134335243373569,"Godfather: Part II, The (1974)","['Action', 'Crime', 'Drama']"
3435,3.1182931395055347,Double Indemnity (1944),"['Crime', 'Film-Noir']"
608,3.1030908612960943,Fargo (1996),"['Crime', 'Drama', 'Thriller']"
296,3.102580089439053,Pulp Fiction (1994),"['Crime', 'Drama']"
1234,3.076316185708243,"Sting, The (1973)","['Comedy', 'Crime']"
1213,3.074938620821959,GoodFellas (1990),"['Crime', 'Drama']"
