MovieID,Score,Title,Genres
50,3.2505338034342,"Usual Suspects, The (1995)","['Crime', 'Thriller']"
2762,3.2065196574820436,"Sixth Sense, The (1999)",['Thriller']
745,3.1970160119749615,"Close Shave, A (1995)","['Animation', 'Comedy', 'Thriller']"
904,3.185485651214128,Rear Window (1954),"['Mystery', 'Thriller']"
593,3.174322540703559,"Silence of the Lambs, The (1991)","['Drama', 'Thriller']"
2571,3.149723465187041,"Matrix, The (1999)","['Action', 'Sci-Fi', 'Thriller']"
1212,3.140299392935982,"Third Man, The (1949)","['Mystery', 'Thriller']"
908,3.134135862312089,North by Northwest (1959),"['Drama', 'Thriller']"
608,3.1030908612960943,Fargo (1996),"['Crime', 'Drama', 'Thriller']"
1252,3.0963259703244197,Chinatown (1974),"['Film-Noir', 'Mystery', 'Thriller']"
