MovieID,Score,Title,Genres
989,3.5000496688741722,Schlafes Bruder (Brother of Sleep) (1995),['Drama']
3382,3.5000496688741722,Song of Freedom (1936),['Drama']
3607,3.5000496688741722,One Little Indian (1973),"['Comedy', 'Drama', 'Western']"
3245,3.3602483443708606,I Am Cuba (Soy Cuba/Ya Kuba) (1964),['Drama']
53,3.325397350993377,Lamerica (1994),['Drama']
318,3.298802973441538,"Shawshank Redemption, The (1994)",['Drama']
858,3.2778902905506246,"Godfather, The (1972)","['Action', 'Crime', 'Drama']"
527,3.271728752759382,Schindler's List (1993),"['Drama', 'War']"
2503,3.2671136865342163,"Apple, The (Sib) (1998)",['Drama']
2019,3.2235487408782215,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),"['Action', 'Drama']"
