MovieID,Score,Title,Genres
3233,3.5000993377483445,Smashing Time (1967),['Comedy']
1830,3.5000496688741722,Follow the Bitch (1998),['Comedy']
3607,3.5000496688741722,One Little Indian (1973),"['Comedy', 'Drama', 'Western']"
1148,3.199363502575423,"Wrong Trousers, The (1993)","['Animation', 'Comedy']"
745,3.1970160119749615,"Close Shave, A (1995)","['Animation', 'Comedy', 'Thriller']"
2858,3.192435262389206,American Beauty (1999),"['Comedy', 'Drama']"
1197,3.1277295167677086,"Princess Bride, The (1987)","['Action', 'Adventure', 'Comedy', 'Romance']"
1136,3.1140671839601737,Monty Python and the Holy Grail (1974),['Comedy']
3030,3.093934621900508,Yojimbo (1961),"['Comedy', 'Drama', 'Western']"
2324,3.088121320824135,Life Is Beautiful (La Vita è bella) (1997),"['Comedy', 'Drama']"
