MovieID,Score,Title,Genres
919,3.0589050489942866,"Wizard of Oz, The (1939)","['Adventure', ""Children's"", 'Drama', 'Musical']"
899,3.0358366107882646,Singin' in the Rain (1952),"['Musical', 'Romance']"
1288,2.981379532988188,This Is Spinal Tap (1984),"['Comedy', 'Drama', 'Musical']"
914,2.9394510391936355,My Fair Lady (1964),"['Musical', 'Romance']"
2300,2.9337459489925317,"Producers, The (1968)","['Comedy', 'Musical']"
1066,2.924692052980132,Shall We Dance? (1937),"['Comedy', 'Musical', 'Romance']"
945,2.915654138413234,Top Hat (1935),"['Comedy', 'Musical', 'Romance']"
1947,2.8782710750058738,West Side Story (1961),"['Musical', 'Romance']"
1220,2.8243240810702694,"Blues Brothers, The (1980)","['Action', 'Comedy', 'Musical']"
1035,2.79618889940082,"Sound of Music, The (1965)",['Musical']
