MovieID,Score,Title,Genres
1148,3.199363502575423,"Wrong Trousers, The (1993)","['Animation', 'Comedy']"
745,3.1970160119749615,"Close Shave, A (1995)","['Animation', 'Comedy', 'Thriller']"
720,3.1206134143760016,Wallace & Gromit: The Best of Aardman Animation (1996),['Animation']
1223,3.0765589165954945,"Grand Day Out, A (1992)","['Animation', 'Comedy']"
3429,3.0486457678735435,Creature Comforts (1990),"['Animation', 'Comedy']"
3114,3.0319743769193805,Toy Story 2 (1999),"['Animation', ""Children's"", 'Comedy']"
1,3.0059547408226965,Toy Story (1995),"['Animation', ""Children's"", 'Comedy']"
3000,2.920614022458969,"Princess Mononoke, The (Mononoke Hime) (1997)","['Action', 'Adventure', 'Animation']"
741,2.878016408655671,Ghost in the Shell (Kokaku kidotai) (1995),"['Animation', 'Sci-Fi']"
2761,2.8667112425570376,"Iron Giant, The (1999)","['Animation', ""Children's""]"
