MovieID,Score,Title,Genres
3280,3.5000496688741722,"Baby, The (1973)",['Horror']
1278,3.0346950339452543,Young Frankenstein (1974),"['Comedy', 'Horror']"
1219,3.0157009092196123,Psycho (1960),"['Horror', 'Thriller']"
1214,3.0122392874905115,Alien (1979),"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
1387,2.946986959847335,Jaws (1975),"['Action', 'Horror']"
1258,2.9274031297026264,"Shining, The (1980)",['Horror']
2716,2.8422113542302423,Ghostbusters (1984),"['Comedy', 'Horror']"
1997,2.8131094960152656,"Exorcist, The (1973)",['Horror']
1348,2.8059388391118034,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",['Horror']
2648,2.8029241836035625,Frankenstein (1931),['Horror']
