MovieID,Score,Title,Genres
787,3.5001490066225167,"Gate of Heavenly Peace, The (1995)",['Documentary']
3881,3.5000496688741722,Bittersweet Motel (2000),['Documentary']
3338,3.1124521707137602,For All Mankind (1989),['Documentary']
2930,3.080248344370861,Return with Honor (1998),['Documentary']
1147,3.038668025438114,When We Were Kings (1996),['Documentary']
128,3.033929359823399,Jupiter's Wife (1994),['Documentary']
3679,2.995014954069643,"Decline of Western Civilization, The (1981)",['Documentary']
1189,2.9903126000147715,"Thin Blue Line, The (1988)",['Documentary']
363,2.983724631488998,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",['Documentary']
2859,2.9758875973288257,Stop Making Sense (1984),['Documentary']
